RP11-34P13.7
ANGPTL7
UBIAD1
FBXO2
FBXO44
FBXO6
MAD2L2
DRAXIN
AGTRAP
C1orf167
MTHFR
CLCN6
NPPA-AS1
KIAA2013
PLOD1
MFN2
MIIP
TNFRSF1B
VPS13D
DHRS3
RP11-474O21.5
HNRNPCL1
LRRC38
PDPN
PRDM2
KAZN
TMEM51
FHAD1
EFHD2
CASP9
DNAJC16
AGMAT
RP4-680D5.2
DDI2
PLEKHM2
SLC25A34
FBLIM1
RP11-169K16.9
SPEN
ZBTB17
FAM131C
EPHA2
RP11-276H7.2
RP11-276H7.3
ARHGEF19
C1orf134
RSG1
FBXO42
SZRD1
SPATA21
NECAP2
RP4-798A10.2
RP4-798A10.7
NBPF1
CROCCP2
CROCC
RP11-108M9.4
RP11-108M9.6
MFAP2
ATP13A2
SDHB
PADI2
RP11-380J14.1
PADI1
PADI3
RCC2
ARHGEF10L
IGSF21
ALDH4A1
IFFO2
UBR4
RP1-43E13.2
EMC1
MRTO4
AKR7A3
AKR7A2
PQLC2
CAPZB
MINOS1-NBL1
MINOS1
NBL1
TMCO4
RP11-91K11.2
OTUD3
PLA2G2A
PLA2G2F
CAMK2N1
MUL1
CDA
PINK1
PINK1-AS
DDOST
KIF17
SH2D5
HP1BP3
RP5-930J4.4
EIF4G3
ECE1
NBPF3
ALPL
RAP1GAP
USP48
HSPG2
LINC00339
CDC42
WNT4
ZBTB40
C1QB
EPHB2
RP1-74M1.3
C1orf234
KDM1A
LUZP1
RP5-1057J7.6
HNRNPR
ZNF436
C1orf213
RP5-1057J7.7
TCEA3
ASAP3
E2F2
RP1-150O5.3
ID3
MDS2
RPL11
TCEB3
RP5-886K2.3
PITHD1
LYPLA2
GALE
HMGCL
FUCA1
CNR2
PNRC2
SRSF10
MYOM3
IL22RA1
IFNLR1
RP11-10N16.2
GRHL3
STPG1
NIPAL3
RCAN3
RP4-594I10.3
NCMAP
SRRM1
CLIC4
RUNX3
RP11-84D1.2
SYF2
C1orf63
RP3-465N24.6
TMEM50A
RHCE
TMEM57
LDLRAP1
RP11-70P17.1
MAN1C1
RP1-187B23.1
SEPN1
RP1-317E23.3
MTFR1L
AL020996.1
AUNIP
PAQR7
STMN1
PAFAH2
EXTL1
SLC30A2
TRIM63
PDIK1L
FAM110D
ZNF593
RP11-96L14.7
CNKSR1
CEP85
SH3BGRL3
UBXN11
CD52
AIM1L
DHDDS
HMGN2
RPS6KA1
RP5-968P14.2
ARID1A
PIGV
ZDHHC18
SFN
GPN2
GPATCH3
NUDC
C1orf172
TRNP1
FAM46B
SLC9A1
WDTC1
TMEM222
SYTL1
MAP3K6
FCN3
CD164L2
WASF2
RP4-752I6.1
AHDC1
FGR
RP11-288L9.1
IFI6
FAM76A
STX12
PPP1R8
THEMIS2
RPA2
SMPDL3B
XKR8
EYA3
PTAFR
DNAJC8
AL353354.2
ATPIF1
RP5-1092A3.4
SESN2
MED18
PHACTR4
RCC1
TRNAU1AP
SNHG12
TAF12
RAB42
RP11-442N24--B.1
RNU11
GMEB1
YTHDF2
EPB41
TMEM200B
SRSF4
RP11-242O24.5
MECR
PTPRU
MATN1-AS1
LAPTM5
RP1-65J11.1
SDC3
PUM1
NKAIN1
SNRNP40
ZCCHC17
FABP3
SERINC2
TINAGL1
PEF1
RP11-73M7.9
COL16A1
BAI2
SPOCD1
RP11-84A19.2
RP11-84A19.4
PTP4A2
KHDRBS1
RP11-277A4.4
TMEM39B
KPNA6
TXLNA
CCDC28B
IQCC
TMEM234
EIF3I
FAM167B
LCK
HDAC1
MARCKSL1
TSSK3
FAM229A
BSDC1
ZBTB8B
ZBTB8A
ZBTB8OS
RBBP4
SYNC
RP11-114B7.6
KIAA1522
YARS
S100PBP
HPCA
TMEM54
RNF19B
AK2
ADC
TRIM62
ZNF362
PHC2
ZSCAN20
CSMD2
SMIM12
GJB5
GJB4
GJB3
GJA4
DLGAP3
RP11-244H3.4
ZMYM6
ZMYM1
SFPQ
ZMYM4
KIAA0319L
NCDN
RP4-728D4.2
TFAP2E
PSMB2
C1orf216
CLSPN
AGO4
AGO1
RP4-789D17.5
AGO3
TEKT2
ADPRHL2
COL8A2
TRAPPC3
MAP7D1
THRAP3
SH3D21
EVA1B
RP11-268J15.5
STK40
LSM10
OSCP1
MRPS15
LINC01137
ZC3H12A
MEAF6
SNIP1
DNALI1
GNL2
RSPO1
C1orf109
CDCA8
MANEAL
YRDC
C1orf122
MTF1
RP11-109P14.10
INPP5B
SF3A3
FHL3
UTP11L
POU3F1
RP5-884C9.2
RRAGC
RP5-864K19.4
MYCBP
RHBDL2
AKIRIN1
NDUFS5
MACF1
KIAA0754
RP11-69E11.4
PABPC4
HEYL
PPIE
BMP8B
OXCT2
TRIT1
MYCL
MFSD2A
CAP1
PPT1
RLF
RP1-39G22.7
ZMPSTE24
COL9A2
SMAP2
ZFP69B
ZFP69
RP11-656D10.3
EXO5
ZNF684
RIMS3
NFYC-AS1
NFYC
KCNQ4
CITED4
CTPS1
SCMH1
FOXO6
RP11-399E6.4
EDN2
HIVEP3
FOXJ3
ZMYND12
PPCS
CCDC30
PPIH
RP5-994D16.3
YBX1
CLDN19
LEPRE1
C1orf50
CCDC23
ERMAP
RP11-342M1.3
ZNF691
SLC2A1
SLC2A1-AS1
FAM183A
EBNA1BP2
WDR65
TMEM125
C1orf210
TIE1
RP1-92O14.3
CDC20
ELOVL1
MED8
SZT2
HYI
HYI-AS1
PTPRF
KDM4A
KDM4A-AS1
ST3GAL3
ARTN
IPO13
DPH2
ATP6V0B
B4GALT2
CCDC24
SLC6A9
DMAP1
ERI3
RNF220
TMEM53
C1orf228
KIF2C
RP11-269F19.2
RPS8
BEST4
PLK3
TCTEX1D4
BTBD19
PTCH2
EIF2B3
HECTD3
UROD
ZSWIM5
HPDL
MUTYH
TOE1
TESK2
CCDC163P
MMACHC
PRDX1
AKR1A1
NASP
CCDC17
GPBP1L1
TMEM69
IPP
MAST2
PIK3R3
RP4-533D7.5
TSPAN1
POMGNT1
LURAP1
RAD54L
LRRC41
UQCRH
NSUN4
FAAH
MKNK1
MOB3C
ATPAF1
EFCAB14
CYP4B1
CYP4X1
CYP4Z1
CYP4A22-AS1
LINC00853
PDZK1IP1
TAL1
STIL
CMPK1
RP11-511I2.2
FOXD2-AS1
TRABD2B
SLC5A9
SPATA6
BEND5
RP5-850O15.4
FAF1
CDKN2C
RP11-296A18.3
RNF11
RP11-296A18.6
TTC39A
RP11-275F13.1
EPS15
RP11-253A20.1
OSBPL9
NRD1
RP4-657D16.3
RAB3B
TXNDC12
KTI12
BTF3L4
ZFYVE9
CC2D1B
RP11-155O18.6
ORC1
PRPF38A
ZCCHC11
GPX7
COA7
ZYG11B
ZYG11A
ECHDC2
SCP2
CPT2
C1orf123
RP5-1024G6.7
MAGOH
RP5-1024G6.5
RP5-1024G6.8
LRP8
GLIS1
NDC1
YIPF1
HSPB11
LRRC42
RP4-758J24.5
TMEM59
TCEANC2
AL161915.1
AL357673.1
CYB5RL
MRPL37
SSBP3
RP5-866L20.1
ACOT11
MROH7
TTC4
PARS2
TTC22
DHCR24
RP11-67L3.4
TMEM61
PCSK9
USP24
RP11-504A18.1
PPAP2B
PRKAA2
DAB1
OMA1
TACSTD2
MYSM1
JUN
LINC01135
RP11-63G10.3
RP4-794H19.1
FGGY
RP4-782L23.1
HOOK1
CYP2J2
RP11-776H12.1
NFIA
TM2D1
RP11-430G17.3
INADL
L1TD1
KANK4
USP1
DOCK7
RP11-230B22.1
ATG4C
RP4-792G4.2
FOXD3
ALG6
ITGB3BP
EFCAB7
DLEU2L
PGM1
ROR1
CACHD1
RAVER2
JAK1
RP11-182I10.3
AK4
DNAJC6
LEPR
LEPROT
PDE4B
SGIP1
TCTEX1D1
WDR78
MIER1
SLC35D1
IL12RB2
SERBP1
RP4-763G1.2
GADD45A
GNG12
GNG12-AS1
DIRAS3
WLS
DEPDC1
RP4-694A7.4
LRRC7
LRRC40
SRSF11
ANKRD13C
HHLA3
CTH
PTGER3
ZRANB2
RP4-660H19.1
LRRIQ3
FPGT
FPGT-TNNI3K
TNNI3K
RP11-17E13.2
CRYZ
TYW3
SLC44A5
ACADM
RABGGTB
ST6GALNAC3
PIGK
AK5
ZZZ3
USP33
FAM73A
NEXN-AS1
NEXN
FUBP1
DNAJB4
GIPC2
RP11-386I14.4
PTGFR
IFI44L
IFI44
ELTD1
LPHN2
RP11-170N11.1
RP11-475O6.1
TTLL7
RP11-486G15.2
PRKACB
SAMD13
RPF1
GNG5
CTBS
SSX2IP
LPAR3
MCOLN2
WDR63
MCOLN3
SYDE2
C1orf52
BCL10
RP11-131L23.1
DDAH1
CYR61
ZNHIT6
COL24A1
ODF2L
CLCA2
CLCA4
RP4-651E10.4
RP4-612B15.3
SH3GLB1
SEP15
HS2ST1
RP4-604K5.2
LMO4
RP11-76N22.2
PKN2
GTF2B
CCBL2
RBMXL1
GBP3
GBP1
GBP2
GBP4
GBP5
GBP6
LRRC8B
RP5-1007M22.2
LRRC8C
RP5-943J3.2
LRRC8D
ZNF326
RP4-665J23.1
ZNF644
HFM1
CDC7
TGFBR3
EPHX4
BTBD8
KIAA1107
GLMN
RPAP2
EVI5
RPL5
FAM69A
MTF2
TMED5
CCDC18
DR1
FNBP1L
BCAR3
RP4-561L24.3
DNTTIP2
GCLM
ARHGAP29
ABCD3
F3
LINC01057
SLC44A3
CNN3
RP4-639F20.1
ALG14
TMEM56
RP11-57H12.3
RWDD3
RP11-286B14.2
PTBP2
DPYD
SNX7
LPPR4
PALMD
FRRS1
AGL
RP5-884G6.2
SLC35A3
HIAT1
SASS6
TRMT13
LRRC39
DBT
RP11-305E17.6
RTCA
CDC14A
VCAM1
EXTL2
RP4-549L20.3
SLC30A7
DPH5
AC093157.1
RP11-421L21.2
RP11-421L21.3
RP4-575N6.4
S1PR1
COL11A1
RNPC3
AMY2B
PRMT6
VAV3
SLC25A24
RP11-483I13.5
FAM102B
HENMT1
PRPF38B
STXBP3
AKNAD1
SPATA42
GPSM2
CLCC1
WDR47
TAF13
RP5-1065J22.8
TMEM167B
SCARNA2
KIAA1324
SARS
CELSR2
PSRC1
MYBPHL
SORT1
PSMA5
ATXN7L2
CYB561D1
AMIGO1
GNAI3
RP5-1160K1.3
AMPD2
GSTM4
GSTM2
GSTM3
CSF1
AHCYL1
STRIP1
RP4-773N10.4
SLC6A17
KCNC4
RP5-1074L1.1
RBM15
SLC16A4
RP5-1074L1.4
LAMTOR5-AS1
LAMTOR5
LRIF1
RP11-96K19.5
DRAM2
CEPT1
RP5-1180E21.4
RP5-1180E21.5
DENND2D
CHI3L2
PIFO
OVGP1
WDR77
ATP5F1
C1orf162
ADORA3
RAP1A
FAM212B
FAM212B-AS1
DDX20
KCND3
RP11-88H9.2
CTTNBP2NL
WNT2B
RP4-671G15.2
ST7L
CAPZA1
MOV10
RP11-426L16.3
RHOC
PPM1J
RP3-522D1.1
SLC16A1
SLC16A1-AS1
RP11-389O22.1
RP11-31F15.2
LRIG2
MAGI3
PHTF1
RSBN1
PTPN22
AP4B1-AS1
BCL2L15
AP4B1
DCLRE1B
RP5-1073O3.7
HIPK1
OLFML3
SYT6
TRIM33
BCAS2
DENND2C
NRAS
CSDE1
SIKE1
TSPAN2
NGF
VANGL1
NHLH2
SLC22A15
MAB21L3
ATP1A1
RP4-655J12.4
CD58
IGSF3
C1orf137
RP4-753F5.1
PTGFRN
CD101
RP11-27K13.3
TTF2
TRIM45
RP11-188D8.1
MAN1A2
FAM46C
GDAP2
WDR3
SPAG17
TBX15
WARS2
RP11-418J17.1
ZNF697
PHGDH
NOTCH2
RP11-114O18.1
RP11-439A17.7
FAM72B
RP11-439A17.9
RP11-343N15.5
RP11-417J8.1
RP11-417J8.3
RP11-417J8.6
RP11-423O2.5
RP11-423O2.7
RP11-782C8.2
RP11-782C8.1
RP11-782C8.3
RP11-782C8.5
RP11-435B5.3
RP11-435B5.4
RP11-435B5.7
RP6-206I17.1
PPIAL4G
FAM72D
LINC00623
AL592284.1
RP11-640M9.1
NBPF9
RP4-791M13.3
PDE4DIP
AL590452.1
RP11-326G21.1
RP11-458D21.6
NOTCH2NL
NBPF10
TXNIP
POLR3GL
RP11-315I20.1
LIX1L
RBM8A
PEX11B
ITGA10
ANKRD35
PIAS3
NUDT17
POLR3C
RNF115
PDZK1
GPR89A
GPR89C
NBPF11
NBPF12
PRKAB2
RP11-337C18.8
FMO5
RP11-337C18.9
CHD1L
BCL9
ACP6
GPR89B
RP6-74O6.2
XXyac-YX155B6.7
XXyac-YX155B6.5
RP11-495P10.6
NBPF14
PPIAL4D
NBPF20
NBPF15
NBPF16
RP11-14N7.2
RP11-403I13.5
RP11-403I13.4
LINC00869
RP11-403I13.8
FAM72C
RP11-277L2.4
RP11-277L2.3
RP11-353N4.1
RP11-353N4.4
HIST2H2BF
RP11-196G18.3
RP11-196G18.23
HIST2H4A
HIST2H2AA3
RP11-196G18.24
HIST2H2BE
HIST2H2AC
HIST2H2AB
BOLA1
SV2A
SF3B4
MTMR11
OTUD7B
VPS45
PLEKHO1
ANP32E
CA14
APH1A
C1orf54
C1orf51
MRPS21
PRPF3
RPRD2
TARS2
ECM1
LINC00568
ADAMTSL4
ADAMTSL4-AS1
MCL1
ENSA
GOLPH3L
CTSS
CTSK
ARNT
SETDB1
CERS2
FAM63A
PRUNE
BNIPL
C1orf56
CDC42SE1
MLLT11
GABPB2
SEMA6C
SCNM1
LYSMD1
VPS72
PIP5K1A
PSMD4
RP11-126K1.2
ZNF687
PI4KB
RFX5
RP11-126K1.6
SELENBP1
PSMB4
POGZ
CGN
TUFT1
SNX27
RIIAD1
MRPL9
OAZ3
TDRKH
RP11-98D18.9
RORC
C2CD4D
AL450992.2
THEM5
THEM4
S100A10
S100A11
TCHH
RPTN
FLG-AS1
RP11-107M16.2
FLG
CRCT1
LCE3D
LCE2A
C1orf68
LCE1E
LCE1C
IVL
SPRR1A
SPRR1B
SPRR2D
SPRR2A
SPRR2E
LOR
PGLYRP3
PGLYRP4
S100A9
S100A12
S100A8
S100A7A
S100A7
BX470102.3
S100A6
S100A5
S100A4
S100A3
S100A2
S100A16
S100A14
S100A13
S100A1
RP1-178F15.4
CHTOP
SNAPIN
ILF2
NPR1
INTS3
SLC27A3
GATAD2B
DENND4B
CRTC2
SLC39A1
RP11-422P24.10
CREB3L4
JTB
RP11-422P24.11
RAB13
RPS27
TPM3
C1orf43
UBAP2L
HAX1
AQP10
ATP8B2
RP11-350G8.5
IL6R
SHE
TDRD10
UBE2Q1
CHRNB2
ADAR
KCNN3
PMVK
RP11-307C12.13
PBXIP1
PYGO2
RP11-307C12.12
SHC1
CKS1B
FLAD1
ZBTB7B
DCST2
RP11-307C12.11
ADAM15
EFNA4
EFNA3
EFNA1
SLC50A1
DPM3
KRTCAP2
TRIM46
MUC1
THBS3
RP11-263K19.4
MTX1
GBA
FAM189B
SCAMP3
CLK2
HCN3
PKLR
FDPS
RUSC1-AS1
RUSC1
ASH1L
MSTO1
YY1AP1
DAP3
GON4L
SYT11
RIT1
KIAA0907
ARHGEF2
SSR2
UBQLN4
LAMTOR2
RAB25
MEX3A
LMNA
SEMA4A
SLC25A44
PMF1
BGLAP
PAQR6
SMG5
TMEM79
C1orf85
CCT3
TSACC
RHBG
RP11-98G7.1
MEF2D
IQGAP3
APOA1BP
GPATCH4
RP11-284F21.9
BCAN
NES
RP11-66D17.3
CRABP2
ISG20L2
RRNAD1
MRPL24
HDGF
PRCC
SH2D2A
PEAR1
ARHGEF11
ETV3
FCRL2
KIRREL
PYHIN1
IFI16
AIM2
CADM3
CTA-134P22.2
DARC
DUSP23
C1orf204
VSIG8
RP11-190A12.7
CCDC19
AL590560.1
TAGLN2
IGSF9
LINC01133
PIGM
IGSF8
ATP1A2
PEA15
DCAF8
PEX19
COPA
NCSTN
NHLH1
VANGL2
CD84
SLAMF1
SLAMF7
LY9
ITLN2
F11R
TSTD1
USF1
ARHGAP30
PVRL4
KLHDC9
PFDN2
NIT1
DEDD
UFC1
RP11-297K8.2
USP21
PPOX
B4GALT3
ADAMTS4
NDUFS2
FCER1G
TOMM40L
NR1I3
PCP4L1
MPZ
SDHC
C1orf192
RP11-122G18.5
RP11-122G18.8
FCGR2A
HSPA6
FCGR2B
FCRLA
FCRLB
DUSP12
RP11-474I16.8
ATF6
OLFML2B
NOS1AP
C1orf226
UHMK1
UAP1
DDR2
HSD17B7
RGS4
RGS5
RP11-267N12.3
NUF2
PBX1
RXRG
RP11-306I1.2
MGST3
ALDH9A1
TMCO1
UCK2
FAM78B
RP11-479J7.2
POGK
TADA1
RP11-277B15.3
POU2F1
RP11-104L21.3
CREG1
RCSD1
MPZL1
ADCY10
MPC2
DCAF6
GPR161
TIPRL
SFT2D2
TBX19
DPT
ATP1B1
NME7
BLZF1
SLC19A2
SELP
C1orf112
SELL
SELE
METTL18
SCYL3
KIFAP3
RP11-297H3.3
GORAB
PRRX1
FMO1
FMO4
PRRC2C
VAMP4
METTL13
DNM3
PIGC
SUCO
RP11-296O14.3
PRDX6
ANKRD45
KLHL20
CENPL
DARS2
GAS5-AS1
ZBTB37
RC3H1
RP11-160H22.3
RP11-160H22.5
RABGAP1L
CACYBP
MRPS14
KIAA0040
RP11-318C24.2
RFWD2
SEC16B
RASAL2-AS1
RASAL2
TEX35
C1orf220
RP5-1098D14.1
RALGPS2
FAM20B
TOR3A
ABL2
SOAT1
TOR1AIP2
RP11-533E19.7
TOR1AIP1
RP11-533E19.5
CEP350
QSOX1
RP5-1180C10.2
ACBD6
XPR1
KIAA1614
RP11-46A10.5
RP11-46A10.4
STX6
MR1
IER5
RP11-309G3.3
RP11-538D16.3
GLUL
RNASEL
RGS16
NPL
DHX9
LAMC1
LAMC2
NMNAT2
SMG7
NCF2
RP1-127C7.6
ARPC5
RGL1
COLGALT2
TSEN15
RP11-382D12.2
C1orf21
EDEM3
FAM129A
RNF2
TRMT1L
SWT1
IVNS1ABP
GS1-279B7.2
GS1-204I12.4
HMCN1
TPR
C1orf27
PTGS2
RP5-973M2.2
PLA2G4A
ERVMER61-1
BRINP3
RP11-547I7.2
RGS1
RGS2
UCHL5
TROVE2
RP11-101E13.5
GLRX2
CDC73
LINC01031
CFH
ASPM
ZBTB41
CRB1
DENND1B
C1orf53
NEK7
MIR181A1HG
NR5A2
ZNF281
KIF14
DDX59
CAMSAP2
C1orf106
KIF21B
TMEM9
PKP1
TNNT2
LAD1
RP11-134G8.8
PHLDA3
CSRP1
RP11-134G8.7
RPS10P7
AC096677.1
NAV1
IPO9-AS1
IPO9
SHISA4
RP11-307B6.3
TIMM17A
RNPEP
RP11-465N4.4
ELF3
ARL8A
PTPN7
LGR6
UBE2T
PPP1R12B
KDM5B
PCAT6
RP11-480I12.7
RABIF
KLHL12
ADIPOR1
CYB5R1
TMEM183A
PPFIA4
ADORA1
CHI3L1
RP11-134P9.3
LINC01136
BTG2
FMOD
PRELP
ATP2B4
ZC3H11A
ZBED6
SNRPE
LINC00303
SOX13
ETNK2
PLEKHA6
PPP1R15B
PIK3C2B
MDM4
RP11-430C7.4
LRRN2
RP11-430C7.5
NFASC
TMEM81
RBBP5
DSTYK
TMCC2
NUAK2
LEMD1
RP11-576D8.4
CDK18
MFSD4
ELK4
SLC45A3
NUCKS1
RAB7L1
SLC41A1
PM20D1
RP11-312O7.2
FAM72A
C1orf186
SRGAP2
IKBKE
RP11-534L20.5
RASSF5
EIF2D
RP11-343H5.6
DYRK3
MAPKAPK2
IL10
IL20
IL24
FAIM3
C1orf116
YOD1
PFKFB2
CD55
CR1L
CD46
CD34
PLXNA2
MIR205HG
RP1-272L16.1
LAMB3
RP1-28O10.1
G0S2
TRAF3IP3
C1orf74
IRF6
DIEXF
SERTAD4-AS1
SERTAD4
HHAT
KCNH1
RCOR3
TRAF5
RP11-318L16.6
SLC30A1
NEK2
LPGAT1
INTS7
DTL
PPP2R5A
RP11-384C4.7
TMEM206
NENF
RP11-61J19.4
ATF3
FAM71A
BATF3
NSL1
TATDN3
C1orf227
FLVCR1-AS1
FLVCR1
VASH2
ANGEL2
RPS6KC1
PROX1
SMYD2
PTPN14
CENPF
KCNK2
KCTD3
ESRRG
GPATCH2
SPATA17
RRP15
RP11-224O19.2
TGFB2
LYPLAL1
RP11-392O17.1
RP11-95P13.1
SLC30A10
EPRS
BPNT1
IARS2
RAB3GAP2
MARK1
C1orf115
MARC2
MARC1
HLX
DUSP10
TAF1A
RP11-378J18.3
MIA3
RP11-378J18.8
AIDA
BROX
RP11-452F19.3
DISP1
TLR5
SUSD4
CAPN8
CAPN2
TP53BP2
RP11-504P24.8
FBXO28
DEGS1
RP11-365O16.6
NVL
CNIH4
WDR26
CNIH3
DNAH14
LBR
ENAH
RP11-145A3.1
SRP9
EPHX1
RP11-285F7.2
TMEM63A
PYCR2
SDE2
RP11-396C23.4
H3F3A
RP11-396C23.2
ACBD3
LIN9
PARP1
C1orf95
ITPKB
ITPKB-AS1
PSEN2
ADCK3
CDC42BPA
CTD-2090I13.1
ZNF678
SNAP47
JMJD4
WNT9A
WNT3A
ARF1
C1orf35
MRPL55
GUK1
GJC2
IBA57
C1orf145
OBSCN
RP5-1139B12.2
TRIM11
TRIM17
HIST3H2A
RNF187
RHOU
RAB4A
RP4-803J11.2
CCSAP
RP5-1068B5.3
NUP133
ABCB10
TAF5L
URB2
GALNT2
PGBD5
COG2
AGT
C1orf198
TTC13
ARV1
FAM89A
TRIM67
C1orf131
GNPAT
EXOC8
SPRTN
EGLN1
RP11-295G20.2
TSNAX-DISC1
TSNAX
DISC1
SIPA1L2
MAP10
NTPCR
PCNXL2
MLK4
KCNK1
SLC35F3
RP5-827C21.6
RP5-827C21.4
COA6
TARBP1
IRF2BP2
RP4-781K5.2
RP4-781K5.4
RP4-781K5.5
LINC01132
RP4-597N16.4
TOMM20
RBM34
ARID4B
GGPS1
TBCE
B3GALNT2
GNG4
LYST
NID1
GPR137B
ERO1LB
EDARADD
LGALS8
LGALS8-AS1
RP11-385F5.5
RP11-385F5.4
HEATR1
MTR
MT1HL1
RYR2
MTRNR2L11
LINC01139
CHRM3
FMN2
FH
KMO
OPN3
CHML
EXO1
RP11-261C10.2
RP11-261C10.3
CEP170
SDCCAG8
AKT3
RP11-269F20.1
ZBTB18
ADSS
C1orf101
DESI2
COX20
HNRNPU-AS1
HNRNPU
RP11-156E8.1
EFCAB2
KIF26B
SMYD3
TFB2M
CNST
RP11-439E19.9
SCCPDH
AHCTF1
ZNF670
ZNF695
ZNF669
ZNF124
RP11-488L18.10
ZNF496
TRIM58
OR2L8
OR2L2
SH3BP5L
ZNF672
ZNF692
PGBD2
FAM110C
SH3YL1
ACP1
FAM150B
TMEM18
LINC01115
AC116614.1
SNTG2
TPO
AC144450.2
PXDN
MYT1L
TSSC1
TRAPPC12
TRAPPC12-AS1
ADI1
AC142528.1
AC108488.4
RNASEH1
RNASEH1-AS1
RPS7
COLEC11
DKFZP761K2322
AC017076.5
CMPK2
RSAD2
RNF144A
AC092580.4
AC011747.4
AC011747.7
ID2
RP11-434B12.1
KIDINS220
MBOAT2
ASAP2
ITGB1BP1
CPSF3
IAH1
ADAM17
RP11-214N9.1
YWHAQ
RP11-521D12.5
TAF1B
RP11-95D17.1
GRHL1
RP11-254F7.2
KLF11
CYS1
RP11-254F7.4
RRM2
C2orf48
HPCAL1
ODC1
RP11-320M2.1
NOL10
RN7SL832P
ATP6V1C2
RP11-791G15.2
PDIA6
C2orf50
PQLC3
ROCK2
E2F6
GREB1
LPIN1
AC096559.1
TRIB2
LINC00276
FAM84A
NBAS
DDX1
MYCN
FAM49A
RAD51AP2
VSNL1
SMC6
GEN1
KCNS3
RP11-111J6.2
RDH14
AC092594.1
LINC00954
TTC32
RP11-79O8.1
WDR35
MATN3
LAPTM4A
SDC1
PUM2
RHOB
HS1BP3
RP11-130L8.1
C2orf43
AC067959.1
KLHL29
AC011239.1
ATAD2B
UBXN2A
MFSD2B
C2orf44
FKBP1B
SF3B14
FAM228B
TP53I3
PFN4
FAM228A
ITSN2
AC009228.1
NCOA1
PTRHD1
CENPO
ADCY3
RP11-443B20.1
DNAJC27
DNAJC27-AS1
EFR3B
RP11-509E16.1
POMC
RP11-458N5.1
DNMT3A
DTNB
ASXL2
KIF3C
AC013449.1
RAB10
GAREML
HADHA
HADHB
GPR113
EPT1
C2orf70
SLC35F6
CENPA
MAPRE3
TMEM214
AGBL5
RP11-195B17.1
OST4
EMILIN1
KHK
CGREF1
PREB
SLC5A6
ATRAID
CAD
UCN
MPV17
GTF3C2
AC074117.10
EIF2B4
SNX17
ZNF513
PPM1G
NRBP1
KRTCAP3
IFT172
FNDC4
ZNF512
CCDC121
GPN1
SUPT7L
SLC4A1AP
MRPL33
RBKS
BRE
AC104695.3
FOSL2
RP11-373D23.3
PLB1
AC097724.3
PPP1CB
SPDYA
TRMT61B
WDR43
FAM179A
C2orf71
CLIP4
YPEL5
LBH
AC109642.1
LCLAT1
CAPN13
GALNT14
CAPN14
EHD3
XDH
RP11-1057B6.1
MEMO1
DPY30
CTC-336P14.1
SPAST
RP11-563N4.1
SLC30A6
YIPF4
AL133245.2
BIRC6
TTC27
LTBP1
RASGRP3
FAM98A
AC009499.1
AC073218.2
AC019064.1
RP11-490M8.1
CRIM1
FEZ2
VIT
AC007382.1
STRN
HEATR5B
GPATCH11
EIF2AK2
CEBPZ-AS1
CEBPZ
NDUFAF7
PRKD3
QPCT
CDC42EP3
RMDN2
CYP1B1
CYP1B1-AS1
ATL2
HNRNPLL
GALM
SRSF7
GEMIN6
DHX57
MORN2
ARHGEF33
SOS1
CDKL4
MAP4K3
AC007246.3
